-6.056637,-6.109726
-6.029922,-6.136093
-6.005885,-6.165209
-5.976844,-6.189196
-5.956699,-6.222438
-5.926740,-6.245467
-5.904230,-6.276364
-5.865197,-6.289632
-5.843808,-6.321772
-5.810090,-6.340573
-5.788421,-6.372524
-5.760562,-6.397718
-5.738587,-6.429506
-5.706505,-6.449988
-5.676990,-6.473320
-5.647380,-6.496519
-5.624204,-6.527158
-5.591126,-6.546311
-5.574142,-6.584381
-5.541504,-6.604043
-5.513916,-6.629695
-5.492571,-6.662950
-5.452692,-6.673685
-5.435479,-6.712178
-5.396127,-6.723351
-5.379192,-6.762483
-5.344683,-6.779606
-5.326135,-6.817044
-5.289607,-6.831520
-5.276186,-6.875954
-5.234030,-6.882989
-5.208764,-6.912148
-5.175564,-6.930803
-5.158957,-6.971807
-5.125533,-6.990217
-5.109680,-7.032739
-5.079532,-7.055777
-5.048699,-7.077872
-5.009690,-7.088400
-4.982730,-7.115924
-4.960756,-7.150742
-4.940271,-7.187977
-4.909988,-7.211115
-4.882953,-7.239102
-4.850766,-7.259506
-4.822359,-7.285605
-4.786686,-7.300721
-4.765136,-7.337471
-4.733618,-7.359032
-4.706839,-7.388050
-4.684165,-7.423738
-4.659149,-7.455977
-4.626048,-7.475384
-4.602271,-7.509991
-4.566348,-7.524870
-4.540168,-7.555865
-4.509715,-7.579898
-4.487259,-7.617597
-4.446928,-7.625009
-7.314694,-12.668974
-7.265800,-12.712053
-7.211253,-12.745375
-7.159973,-12.784569
-7.113337,-12.832304
-7.063053,-12.873738
-7.019701,-12.928160
-6.967961,-12.967473
-6.929627,-13.032186
-6.882480,-13.080881
-6.830421,-13.120542
-6.780894,-13.165332
-6.731561,-13.210829
-6.725621,-13.342766
-6.713748,-13.465055
-6.656705,-13.497807
-6.613094,-13.558179
-6.560827,-13.601315
-6.517782,-13.664107
-6.455969,-13.687893
-6.407598,-13.740401
-6.356380,-13.787297
-6.308607,-13.842196
-6.254726,-13.884177
-6.209548,-13.946048
-6.160324,-13.999551
-6.109953,-14.051055
-6.056486,-14.095954
-6.006261,-14.148939
-5.904639,-14.080023
-5.833203,-14.081631
-5.781555,-14.131009
-5.730338,-14.182060
-5.676560,-14.227360
-5.622130,-14.271530
-5.565248,-14.309903
-5.516382,-14.369524
-5.463202,-14.418702
-5.416703,-14.486423
-5.360025,-14.527744
-5.307878,-14.582001
-5.249953,-14.621020
-5.196795,-14.673950
-5.140308,-14.718198
-3.313267,-9.621498
-3.243611,-9.554427
-3.176508,-9.492623
-3.102490,-9.407624
-3.039474,-9.353546
-2.964793,-9.261003
-2.893684,-9.176572
-2.845909,-9.164279
-2.817010,-9.212948
-2.781399,-9.240472
-2.748443,-9.277448
-2.712698,-9.305672
-2.682823,-9.354907
-2.643069,-9.370373
-2.610446,-9.411687
-2.569359,-9.422987
-2.540389,-9.479506
-2.504863,-9.512740
-2.470097,-9.549719
-2.432594,-9.576880
-2.397563,-9.614572
-2.362010,-9.651166
-2.321515,-9.668185
-2.285043,-9.702557
-2.250789,-9.747511
-2.212875,-9.777719
-2.178854,-9.826332
-2.138932,-9.849427
-2.104674,-9.899747
-2.063702,-9.919604
-2.026187,-9.956932
-1.986044,-9.982350
